Geneid	GeneSymbol	Entrez	logFC_10vsC	logCPM_10vsC	PValue_10vsC	PAdj_10vsC	logFC_20vsC	logCPM_20vsC	PValue_20vsC	PAdj_20vsC	sig_10vsC	sig_20vsC	up_10vsC	up_20vsC	down_10vsC	down_20vsC	sig_col10	sig_col20
0610009B22Rik	0610009B22Rik	66050	0.0871129525031302	3.56207144887769	0.357537199672632	0.512386693245177	0.0726710838283615	3.56207144887769	0.440465965439566	0.579368730364216	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
0610010F05Rik	0610010F05Rik	NA	-0.101943564299148	4.99751119699589	0.145799053169969	0.268752176545293	-0.130388804742629	4.99751119699589	0.0620031521767131	0.132271457941061	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
0610010K14Rik	0610010K14Rik	104457	-0.291075647200103	4.35752151239331	0.000146747031438181	0.000917286263667716	-0.315424164556386	4.35752151239331	3.5277752277237e-05	0.000233867415190043	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
0610012G03Rik	0610012G03Rik	106264	-0.128111268992597	2.92527908853664	0.132353442072	0.249455104843808	-0.181193994724719	2.92527908853664	0.031817388763526	0.0779651379748077	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
0610030E20Rik	0610030E20Rik	68364	-0.212124048491127	4.98546496096725	0.000693180560061233	0.0035371911524265	-0.227125155552791	4.98546496096725	0.000263177326556873	0.00138342503237714	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
0610040J01Rik	0610040J01Rik	76261	0.421600538549592	3.42108353700471	3.36907949840788e-07	3.93673055309265e-06	0.442109889427993	3.42108353700471	6.42687268645933e-08	7.70717782373558e-07	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110002E22Rik	1110002E22Rik	102634333	0.152584596456609	4.76958751860039	0.0483794804974268	0.117211183673957	0.17269381621279	4.76958751860039	0.0249833391589002	0.0641845718571594	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110004F10Rik	1110004F10Rik	56372	-0.145036681625843	5.96231707117959	0.0300396117747879	0.0811674581189618	-0.156687820293756	5.96231707117959	0.018914995198715	0.051413166329761	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110008P14Rik	1110008P14Rik	NA	0.462080512166688	3.72293649826697	5.08865376462512e-09	8.20118368213963e-08	0.506861372748288	3.72293649826697	9.5470331705017e-11	1.74641784588201e-09	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110017D15Rik	1110017D15Rik	73721	0.29976149931547	1.43601326878949	0.0251254823080538	0.0704003419162653	0.268094073887036	1.43601326878949	0.0421809738429495	0.0974052254974881	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110025L11Rik	1110025L11Rik	68637	0.625595647401009	-1.52961398802942	0.132101094012831	0.249212638822221	1.25727223754636	-1.52961398802942	0.00108749065870879	0.00474745673247106	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	NotSig	Up
1110025M09Rik	1110025M09Rik	68635	0.222898505526536	-0.714893586408568	0.434736510318773	0.586463538469069	0.0631988648088661	-0.714893586408568	0.824531372159743	0.889631882974505	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110032A03Rik	1110032A03Rik	68721	0.354937246415149	0.428357415746975	0.0294953953949441	0.0800447233615669	0.11607773096091	0.428357415746975	0.481175491272317	0.616193616923381	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110038F14Rik	1110038F14Rik	117171	-0.0817689172633941	4.82602045449763	0.323619596335876	0.480634639820232	-0.129587771326679	4.82602045449763	0.116996753094531	0.216216446865541	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110051M20Rik	1110051M20Rik	NA	0.0584826518115252	3.54675410784528	0.515485023770423	0.658292536186301	0.0692521307434379	3.54675410784528	0.437326060143547	0.57655001776302	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110059E24Rik	1110059E24Rik	66206	-0.36795253196657	2.68828582972712	0.00214977595102707	0.00928788379729459	-0.504654911816694	2.68828582972712	2.53019307081971e-05	0.00017362403103323	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110059G10Rik	1110059G10Rik	66202	-0.126139608899694	2.93854234334736	0.170096494509468	0.301363503091163	-0.052656828326551	2.93854234334736	0.560769132435549	0.68640124677675	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1110065P20Rik	1110065P20Rik	68920	0.0990632899965096	2.32571017332738	0.44599877958858	0.597357214282551	-0.0202994468654609	2.32571017332738	0.875778981778687	0.923462578397972	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1190007I07Rik	1190007I07Rik	544717	0.322647253205675	2.65423183516414	0.000790283404949342	0.00397992191016631	0.379733237486517	2.65423183516414	5.91486018511798e-05	0.00036871540734838	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
1300017J02Rik	1300017J02Rik	NA	-0.129584727752346	-1.39616495581449	0.669378579480485	0.782695872759483	-0.376489050463747	-1.39616495581449	0.219201972918702	0.348963420063596	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NotSig	NotSig
