"","AcoCtrl2","AcoCtrl3","AcoCtrl4","AcoDT1","AcoDT2","AcoDT3","AcoDT4","AcoCtrl1"
"Arap2",2442,3145,2193,3309,3782,3974,2812,3561
"Dthd1",1,0,1,1,0,1,0,0
"Nwd2",11,9,12,4,3,8,7,12
"0610040J01Rik",257,19,44,4,4,61,26,339
"Rell1",1390,1569,1000,1324,1776,1618,1269,1540
"Pgm2",978,721,569,679,965,1192,906,1168
"Tbc1d1",736,811,737,898,1185,1098,979,748
"Klf3",4888,7217,4459,6848,8229,7438,5129,7324
"Psme2b",1,2,0,2,1,2,2,0
"Tlr1",186,149,105,165,311,496,250,181
"Tlr6",166,208,127,134,158,206,139,167
"Fam114a1",542,476,403,360,575,504,451,640
"Tmem156",48,55,27,115,118,145,107,32
"Klhl5",1186,1444,1035,1604,1894,1684,1422,1395
"Wdr19",351,567,367,392,468,447,363,514
"Rfc1",1336,1879,1292,1499,1880,1745,1392,1687
"Klb",140,220,202,159,283,210,126,223
"Rpl9",13074,16630,11135,11784,14351,13344,11369,15006
"Lias",544,603,450,397,550,535,415,651
"Ugdh",1069,1150,946,1410,1769,1565,1733,1153
"Smim14",5234,6245,4609,3382,4305,4549,3724,6030
"Ube2k",1745,2320,1486,1789,2061,1973,1509,2113
"Pds5a",4649,5963,4215,5606,6778,6356,4755,5889
"N4bp2",1608,1966,1286,1282,1488,1535,1217,1916
"Rhoh",84,138,74,163,287,302,245,97
"Chrna9",50,63,28,40,34,51,43,113
"Rbm47",992,1708,1039,1416,1587,1670,1403,1373
"Nsun7",4,22,17,3,14,8,14,12
"Apbb2",1065,1353,1132,1048,1209,1290,1179,1413
"Uchl1",14,5,3,2,20,12,14,6
"Limch1",1046,1037,1118,505,1093,776,592,1234
"Phox2b",0,0,0,0,0,0,0,0
"Tmem33",3035,3891,2689,3403,4146,4107,3047,3411
"Slc30a9",2441,2940,2259,2006,2516,2208,1761,2717
"Bend4",436,683,497,416,377,265,315,518
"Shisa3",59,40,63,15,39,44,32,47
"Atp8a1",1791,3169,2115,1648,2006,1934,1509,2777
"Gm5108",0,0,0,0,0,0,0,0
"Grxcr1",0,5,2,0,0,0,0,6
"Kctd8",36,34,12,7,20,10,12,16
"Yipf7",98,84,117,33,57,38,32,75
"Guf1",643,739,551,658,801,840,650,847
"Gnpda2",165,224,155,107,157,137,121,200
"Gabrg1",2,0,0,0,0,0,0,0
"Gabra2",7,4,12,4,0,4,1,11
"Cox7b2",0,0,0,0,0,0,0,0
"Gabra4",95,101,63,1,4,8,6,66
"Gabrb1",15,7,3,1,11,5,2,19
"Commd8",884,972,701,844,1045,930,785,948
"Fgf14",6,7,7,0,0,4,1,12
"Itgbl1",218,243,202,63,152,92,76,332
"Nalcn",29,15,25,18,29,31,29,26
"Tmtc4",843,989,676,585,646,714,520,930
"Ggact",241,331,184,233,268,307,241,402
"Pcca",779,1061,666,566,719,774,632,874
"Zic2",0,3,1,0,0,0,0,3
"Zic5",0,1,0,0,0,0,0,0
"Clybl",283,299,249,102,170,145,126,275
"Tm9sf2",4830,6366,4563,4937,5988,5808,4723,5647
"Ubac2",1217,1277,962,1218,1501,1435,1061,1322
"Gpr183",318,449,341,613,747,840,699,332
"Gpr18",30,52,27,37,89,100,80,50
"Dock9",2938,3740,2884,2464,3050,3090,2404,4114
"Slc15a1",1678,3038,2025,1759,2008,1820,1386,2763
"Stk24",2825,3224,2286,3111,3655,3828,2528,3433
"Farp1",999,1021,786,582,726,927,792,1261
"Ipo5",3922,3818,3299,3844,4735,4628,3642,4348
"Rap2a",1564,1538,1190,1287,1509,1521,1168,1856
"Mbnl2",6870,9295,7088,6412,7894,7574,5931,9644
"Oxgr1",0,0,0,0,0,0,0,0
"Hs6st3",5,5,3,5,14,2,4,11
"Uggt2",134,151,125,99,158,133,140,147
"Dnajc3",2666,2862,2055,2634,3333,3105,2599,2719
"Dzip1",139,177,131,57,67,98,77,195
"Cldn10",189,24,68,6,13,32,19,141
"Abcc4",2010,3040,1973,2239,2532,2413,1697,2324
"Sox21",2125,2406,1408,1836,1987,1797,1302,2241
"Gpr180",459,449,376,414,509,510,458,405
"Tgds",149,209,141,149,202,210,160,210
"Dct",231,52,172,60,109,69,70,84
"Gpc6",673,576,583,213,302,344,313,803
"Gpc5",2,3,0,1,2,0,0,2
"Slitrk5",25,36,31,14,15,13,23,27
"Slitrk6",518,1062,478,577,721,752,463,728
"Slitrk1",13,15,17,7,3,2,4,9
"Trim52",10,12,5,2,11,14,7,2
"LOC118568135",0,1,1,0,1,3,1,1
"Spry2",1087,1234,890,873,1074,1074,905,1214
"Ndfip2",3890,5152,3185,4186,4749,4113,3617,4347
"Rbm26",1073,1445,1073,1289,1403,1548,1200,1528
"Obi1",372,431,302,315,409,442,304,491
"Pou4f1",13,5,8,3,3,6,3,15
"Ednrb",1764,1238,1335,903,1110,913,999,1635
"Slain1",100,103,48,63,105,149,82,131
"Scel",5401,10532,5677,3615,4334,3585,2774,8057
"Mycbp2",5739,9016,6438,5881,7249,7142,5168,8246
"Fbxl3",3188,4808,3073,2401,2977,2887,2188,3966
"Cln5",1005,1247,917,877,1182,1148,882,1103
"Acod1",4,11,3,33,83,199,77,7
"Kctd12",5484,5902,4586,8317,8169,6734,6856,5158
"Lmo7",2027,2864,2193,1056,1718,1354,1370,3075
"Uchl3",1222,1179,810,1804,2243,1917,1581,1784
"Commd6",300,413,315,371,453,379,366,424
"Tbc1d4",1251,1575,1392,1156,1568,1741,1276,1520
"Klf12",326,426,377,170,214,211,148,501
"Klf5",3423,5069,3359,5195,6115,5193,3658,4238
"Pibf1",282,349,244,284,302,333,270,348
"Dis3",711,864,722,833,1076,1035,764,906
"Bora",112,109,83,218,206,228,159,118
"Mzt1",287,323,243,307,367,366,269,305
"Dach1",1178,985,820,527,536,841,515,1409
"Klhl1",0,0,0,0,0,0,0,0
"Spertl",0,0,0,0,0,0,0,0
"Pcdh9",123,106,136,42,52,43,39,143
"Pcdh20",133,214,156,34,56,64,31,148
"Tdrd3",965,1300,982,728,863,878,665,1250
"Diaph3",230,187,179,560,587,576,404,347
"ND1",5,6,7,3,2,1,4,8
"Pcdh17",434,459,342,262,371,297,298,416
"Olfm4",15,17,7,0,1,5,1,1
"Pcdh8",79,48,49,13,27,21,11,51
"Cnmd",93,100,102,58,50,76,36,117
"Sugt1",1421,1495,1131,1263,1521,1480,1107,1466
"Elf1",2283,3510,2190,3015,3602,3631,2707,3041
"Wbp4",646,675,494,489,612,660,479,658
"Mtrf1",123,169,136,85,133,128,112,180
"Kbtbd7",262,298,212,158,190,202,163,340
"Kbtbd6",0,1,0,0,3,0,0,0
"Naa16",375,483,352,311,387,320,319,491
"Rgcc",720,691,738,350,585,541,501,728
"Vwa8",2507,3410,2498,1896,2534,2302,1745,3049
"Dgkh",813,1356,1045,934,1038,1165,833,1338
"Akap11",1808,2276,1517,1448,1692,1753,1238,2458
"Tnfsf11",25,88,35,45,72,65,63,44
"Fam216b",0,1,0,0,0,0,1,0
"Epsti1",318,319,271,348,513,722,458,297
"Dnajc15",478,639,404,462,550,540,422,640
"Enox1",100,178,144,67,106,83,86,178
"Ccdc122",5,15,11,4,13,13,6,22
"Lacc1",228,334,223,263,311,367,228,228
"Serp2",7,13,6,2,4,1,2,7
"Tsc22d1",4964,4612,3801,1762,2918,2459,2533,4450
"Nufip1",281,299,221,256,373,386,249,347
"Gpalpp1",587,611,447,494,593,595,468,602
"Gtf2f2",761,975,716,787,955,957,759,962
"Kctd4",418,789,582,804,1203,861,653,754
"Tpt1",39649,48780,33579,28736,40628,38628,29752,44494
"Slc25a30",302,350,294,245,358,286,265,328
"Cog3",1162,1579,1086,1195,1499,1428,1186,1436
"Erich6b",2,13,6,3,6,13,5,11
"Cby2",0,0,0,0,0,0,1,0
"Siah3",1,9,4,7,15,4,2,6
"Zc3h13",715,893,668,727,838,897,709,924
"Cpb2",0,0,0,2,2,6,3,1
"Lcp1",2162,3106,1859,3884,5175,6577,4826,2216
"Lrrc63",1,1,2,1,1,4,1,4
"Rubcnl",65,42,32,78,130,225,107,82
"Lrch1",1059,1656,1037,1015,1322,1205,899,1456
"Esd",1014,1250,879,956,1315,1233,1107,1187
"Htr2a",5,12,5,10,29,16,31,7
"Sucla2",3131,3665,2914,1826,2746,2307,1818,4009
"Nudt15",58,71,48,59,55,52,55,78
"Med4",196,178,146,181,196,224,175,189
"Itm2b",18737,22625,16482,10720,15841,16871,11455,21459
"Rb1",2413,2696,1971,1143,1615,2008,1291,3136
"Lpar6",796,798,585,569,679,924,579,978
"Rcbtb2",1218,1340,1008,760,911,893,734,1149
"Cysltr2",66,81,58,98,240,190,219,67
"Gm4606",0,0,0,0,0,0,0,0
"Fndc3a",1411,2022,1384,1436,1819,2006,1524,1757
"Gm30500",3,0,0,0,0,0,0,0
"Gm9195",0,0,0,0,1,0,0,2
"Gfra2",229,294,268,161,255,205,186,281
"Dok2",592,583,435,668,832,1184,895,494
"Xpo7",2863,3637,2641,2833,3536,3323,2567,3639
"Npm2",5,2,2,3,1,7,5,7
"Fgf17",6,0,0,6,1,2,1,6
"Dmtn",240,121,160,138,138,191,122,337
"Fam160b2",1931,1811,1408,1394,1729,1606,1253,1929
"Nudt18",457,392,341,200,272,249,197,431
"Hr",10835,14862,9402,15152,15428,19673,13592,16068
"Reep4",1372,1718,1057,1689,1939,1900,1457,1686
"Lgi3",43,23,25,10,15,20,7,27
"Sftpc",0,0,1,1,3,3,3,1
"Bmp1",1305,1024,973,947,1159,1304,1122,1443
"Phyhip",1807,3401,1985,773,880,986,615,2808
"Polr3d",681,732,504,541,732,733,489,669
"Piwil2",330,410,387,115,124,139,78,384
"Slc39a14",1188,726,752,747,1138,1219,1124,1341
"Ppp3cc",777,756,517,350,479,477,313,796
"Sorbs3",1105,1300,1056,581,904,834,729,1461
"Pdlim2",3876,3776,2789,2622,3470,3324,2360,4172
"9930012K11Rik",57,31,43,52,74,73,52,65
"Ccar2",1701,1743,1467,1888,2265,2232,1699,1903
"Bin3",420,569,445,509,568,536,435,566
"Egr3",3726,4281,3209,3459,4415,3989,2976,4744
"Pebp4",4,6,2,0,2,0,0,1
"Rhobtb2",512,465,450,305,469,409,293,545
"Tnfrsf10b",430,362,349,570,661,632,553,453
"Chmp7",1675,1766,1244,1336,1751,1605,1272,1707
"R3hcc1",651,554,438,381,438,505,387,652
"Loxl2",1243,1131,945,390,595,489,454,1515
"Gm21451",0,0,0,0,0,0,0,0
"Entpd4",1,0,0,0,0,2,1,1
"Entpd4b",0,0,0,0,0,0,0,0
"Synb",0,0,0,0,0,0,0,0
"LOC118567354",0,0,0,0,0,0,0,0
"Gm16867",12,14,8,10,9,28,16,26
"Slc25a37",485,365,308,261,350,392,270,555
"Nkx3-1",1,0,0,0,0,2,0,0
"Nkx2-6",0,0,0,0,0,0,0,0
"Stc1",230,220,199,239,364,269,324,224
"Adam28",42,41,41,201,230,185,225,42
"Adamdec1",11,15,7,121,218,481,236,18
"Adam7",0,0,0,0,0,0,0,0
"Nefm",0,4,4,0,1,3,1,0
"Nefl",0,0,1,2,0,0,3,1
"Dock5",754,1069,774,1064,1308,1376,1335,950
"Gnrh1",16,36,24,10,15,17,24,19
"Kctd9",1227,1736,1299,887,1258,1151,842,1595
"Cdca2",198,185,157,464,362,427,331,247
"Ebf2",258,233,173,119,158,147,118,265
"Ppp2r2a",2069,2657,1948,2827,3558,3314,2527,2716
"Bnip3l",6016,7471,5060,4881,6836,6029,4764,7584
"Pnma2",2,6,3,3,4,7,4,10
"Dpysl2",3624,4373,3508,2894,3822,3839,3345,4230
"Adra1a",690,1642,1364,424,525,509,367,1720
"Stmn4",26,7,8,2,3,5,0,17
"Trim35",4905,5055,4100,2821,3721,3502,2958,4930
"Ptk2b",867,1502,907,1211,1666,2039,1647,1169
"Chrna2",3,17,10,5,16,32,13,14
"Ephx2",506,434,435,323,588,558,346,452
"Adam2",29,10,36,9,10,12,9,34
"Gulo",0,0,0,1,0,0,0,0
"Clu",4027,5078,3109,2569,3559,3520,2507,5641
"Scara3",1718,1600,1480,1031,1427,1295,1187,1914
"Ccdc25",481,612,426,531,636,561,530,603
"Esco2",137,117,102,277,300,301,249,121
"Pbk",356,248,214,924,919,805,613,307
"Scara5",1511,1508,1584,398,713,812,556,1689
"Nuggc",3,7,3,0,0,1,0,6
"Elp3",1115,1149,893,803,945,1018,766,1247
"Pnoc",0,2,0,0,1,0,0,5
"Zfp395",1064,1392,1017,598,827,731,563,1356
"Fbxo16",0,0,2,2,4,3,0,5
"Fzd3",277,321,252,194,214,347,239,443
"Extl3",3428,4315,3171,4189,4946,4365,3508,3707
"Ints9",584,815,508,730,869,952,717,777
"Hmbox1",1884,2583,1912,1950,2203,2296,1829,2823
"Kif13b",2418,3951,2582,3211,3786,3412,2861,3329
"Msra",479,441,439,247,414,337,271,524
"Prss52",0,2,3,1,0,0,0,2
"Prss55",18,26,19,6,6,9,2,17
"Prss51",8,25,7,2,1,0,0,11
"Rp1l1",84,159,89,114,131,117,81,145
"4930578I06Rik",27,40,32,28,43,67,27,24
"Sox7",690,1148,666,1233,1189,1237,838,1077
"Pinx1",180,155,155,217,252,261,206,191
"Xkr6",66,126,95,56,64,81,51,153
"Mtmr9",1186,1394,950,1342,1578,1626,1220,1434
"Tdh",366,250,207,39,146,160,65,455
"Fam167a",3137,4102,2836,3284,3626,3806,3503,4545
"Blk",54,108,67,50,51,57,30,55
"Gata4",6,6,7,2,1,3,6,10
"Neil2",18,13,11,15,12,12,19,20
"Fdft1",3563,4650,3106,2407,2831,2569,2036,4222
"Ctsb",33994,32499,23829,32935,40190,42041,39016,39272
"Defb42",0,0,0,0,0,0,0,0
"Defb30",0,0,0,0,0,0,0,0
"Defb43",0,1,0,0,0,0,0,0
"Defb47",0,0,0,0,0,0,0,0
"Defb48",0,0,0,0,0,0,0,0
"Wdfy2",2028,2710,1921,2094,2445,2434,2043,2428
"Ints6",1096,1335,1031,1194,1247,1419,1046,1339
"Serpine3",8,22,13,15,15,13,10,22
"Fam124a",131,148,122,95,118,137,95,140
"Gm4131",0,1,1,0,0,0,0,2
"Gucy1b2",3,3,7,1,3,1,1,3
"Rnaseh2b",207,192,142,228,289,287,214,239
"Dleu7",20,13,13,2,10,11,9,12
"Kcnrg",32,47,39,43,38,53,51,80
"Trim13",340,430,302,313,388,405,278,490
"Spryd7",1073,1516,973,916,1351,1185,771,1311
"Kpna3",2374,2957,2393,2295,2997,2730,2214,2950
"Ebpl",282,409,218,314,308,321,295,381
"Arl11",149,153,104,258,305,404,320,116
"Gm17778",8,4,5,3,10,8,5,4
"Sgcg",362,393,385,92,224,229,116,415
"Sacs",427,683,595,546,664,691,516,709
"Tnfrsf19",2926,3682,2264,1279,1635,1297,920,2778
"Mipep",740,734,536,540,801,722,540,748
"C1qtnf9",130,133,97,12,36,50,24,139
"Spata13",604,928,587,625,974,1100,775,712
"Amer2",3,6,6,14,12,14,30,7
"Mtmr6",1637,2344,1619,1592,1879,1870,1594,1954
"Nupl1",1438,1553,1214,1727,2082,2094,1493,1582
"Gm16261",0,0,0,0,0,0,0,0
"Atp8a2",93,100,57,21,28,77,43,145
"Shisa2",1768,1414,1165,520,831,1229,835,2087
"Cdadc1",432,524,345,284,341,333,342,471
"Cab39l",615,850,498,472,520,516,391,773
"Rcbtb1",713,1165,736,604,847,759,648,917
"Gm5142",0,0,0,0,0,0,0,0
"1700129C05Rik",0,0,0,0,0,1,0,0
"Fgf9",34,40,38,7,33,8,9,45
"Micu2",2359,2927,2001,1761,2328,2160,1636,2712
"Zdhhc20",1685,2180,1478,1751,2027,1919,1602,2059
"Ska3",218,204,142,352,376,365,281,206
"Sap18",1533,1845,1321,1578,2160,1788,1504,1688
"Gm52140",20,28,20,21,17,12,25,29
"Lats2",2197,2272,2033,1466,2345,1927,1877,2667
"Xpo4",1332,1609,1265,1716,1900,2147,1385,1741
"Eef1akmt1",135,148,105,177,214,179,154,157
"Il17d",105,108,107,57,79,65,70,83
"Ift88",267,372,265,274,298,355,235,417
"Cryl1",304,400,267,605,695,557,580,375
"Gjb6",1082,561,348,1071,1478,1986,957,1643
"Gjb2",12227,5408,5338,57119,62910,47068,53342,16575
"Gja3",23,5,5,3,3,12,5,18
"Mrto4-ps1",0,0,0,0,0,0,0,0
"Mrto4-ps2",0,0,0,0,0,0,0,0
"Zmym2",2481,3269,2253,2219,2608,2718,2121,3282
"Zmym5",672,961,724,574,813,829,621,910
"Pspc1",537,560,465,573,742,763,530,612
"Mphosph8",248,348,247,261,329,348,302,315
"Parp4",1238,1767,1301,1343,1736,1733,1281,1690
"Cenpj",114,138,83,161,191,223,154,139
"Rnf17",4,13,2,1,1,7,2,1
"Atp12a",1599,2299,1903,2998,4138,3583,2632,2890
"Gzmb",0,8,4,15,39,44,18,2
"Gzmc",0,0,0,0,0,0,0,0
"Ctsg",0,0,0,0,0,1,0,0
"Mcpt8",23,29,34,49,62,52,49,26
"Mcpt9",0,1,0,2,4,2,1,1
"Mcpt1",0,0,1,0,1,0,1,0
"Cma2",0,0,0,0,0,0,0,0
"Mcpt2",0,0,0,0,0,0,0,0
"Mcpt4",0,0,0,0,0,0,0,0
"Cma1",393,643,426,497,1034,701,631,480
"Sdr39u1",157,172,129,114,139,146,97,157
"Khnyn",760,995,717,637,731,714,610,948
"Cbln3",1,3,0,1,0,0,0,2
"Nynrin",440,384,375,276,349,393,295,468
"Nfatc4",433,351,328,231,337,300,268,428
"Ripk3",121,139,102,434,496,481,532,133
"Adcy4",385,396,362,331,497,525,369,407
"Ltb4r1",316,427,293,860,932,917,752,404
"Ltb4r2",1117,1295,954,2118,2370,2088,1880,1180
"Cideb",1,8,3,12,16,9,16,6
"Nop9",763,646,529,820,936,951,697,616
"Dhrs1",924,1229,817,855,1077,1032,828,1024
"Rabggta",628,590,497,561,718,693,553,687
"Tgm1",3817,3754,2939,5376,8014,6470,5803,4835
"Tinf2",437,401,297,302,383,373,344,401
"Gmpr2",557,582,429,406,601,610,506,567
"Nedd8",1170,1172,906,1248,1723,1392,1336,1192
"Mdp1",15,9,4,5,5,1,8,6
"Tssk4",27,31,24,23,26,32,32,42
"Tm9sf1",1181,1336,923,1105,1399,1294,1107,1233
"Ipo4",2330,2069,1617,2875,3497,3370,2727,2354
"Rec8",26,15,14,8,22,16,11,12
"Irf9",758,1003,621,859,1413,1581,1026,910
"Rnf31",986,1011,748,825,1087,1135,939,1024
"Psme2",2968,3515,2501,3350,4583,4685,3734,2849
"Emc9",434,431,318,217,322,294,303,368
"Psme1",2761,3546,2244,2598,4157,4344,3102,2717
"Fitm1",898,766,661,163,543,378,231,746
"Dcaf11",3061,3568,2527,2471,3057,2947,2195,3208
"Pck2",462,433,295,385,544,577,431,352
"Nrl",19,20,14,6,6,10,4,20
"Cpne6",0,1,1,1,2,5,1,4
"Carmil3",219,260,211,55,64,91,56,186
"Dhrs4",1502,2070,1458,1113,1486,1393,1035,1695
"Dhrs2",2,7,5,4,6,5,3,3
"Jph4",46,51,38,4,3,3,4,39
"Ap1g2",787,1180,705,1102,1275,1252,987,1020
"Thtpa",502,552,375,308,423,438,336,502
"Zfhx2",262,303,236,224,261,275,231,331
"Ngdn",467,424,320,470,525,549,378,504
"Myh6",1421,2565,1774,532,1084,1177,636,2421
"Cmtm5",49,53,41,14,28,27,24,47
"Il25",3,4,6,0,0,1,0,7
"Efs",1681,1787,1210,975,1200,1132,1065,1818
"Slc22a17",617,668,442,175,287,272,239,710
"Bcl2l2",1560,2049,1432,1190,1543,1304,1087,1766
"Ppp1r3e",145,164,125,127,173,164,117,140
"Homez",147,142,102,86,98,93,68,166
"Rnf212b",0,0,0,0,1,0,0,2
"Slc7a8",2700,942,1159,808,886,1911,1400,3634
"Cebpe",26,29,26,51,48,156,71,20
"Gm29776",67,56,50,23,39,58,49,72
"1700123O20Rik",368,425,291,478,607,438,467,407
"Acin1",2602,3044,2294,2587,3302,3273,2565,3216
"Cdh24",116,87,50,66,81,96,78,99
"Psmb11",0,0,1,2,0,0,2,1
"Psmb5",5451,5770,4089,5030,6071,5822,4777,5373
"4931414P19Rik",198,238,173,186,198,246,159,230
"Ajuba",3094,3184,2488,2539,2660,2904,2060,3576
"Haus4",359,361,278,348,357,387,329,352
"Prmt5",838,716,642,949,1214,1189,893,797
"Rem2",84,115,69,78,119,91,128,122
"Lrp10",5385,5889,4038,5785,7022,6209,5542,6406
"Mmp14",6473,6064,4224,6235,6729,5776,7316,6395
"Mrpl52",317,282,224,220,280,236,217,324
"Slc7a7",185,234,160,279,328,421,337,308
"Oxa1l",901,1151,786,767,1067,1074,828,1014
"Olfr49",0,0,0,0,0,0,0,0
"Abhd4",1624,2087,1429,1140,1425,1541,1256,1927
"Dad1",1196,1293,966,1383,1901,1529,1380,1320
"Olfr1507",0,0,0,0,0,0,0,0
"Olfr1508",0,0,0,0,0,0,0,0
"Olfr1509",0,0,0,0,0,0,0,0
"Olfr1510",0,1,0,0,1,0,1,0
"Olfr1511",1,1,0,0,2,2,1,1
"Olfr1512",0,0,0,0,0,0,0,0
"Olfr1513",0,0,0,0,0,0,0,0
"Sall2",271,366,237,143,150,192,131,321
"Mettl3",434,441,334,403,499,491,424,431
"Tox4",2215,2326,1866,2046,2740,2614,1998,2956
"Rab2b",768,889,650,602,821,771,599,864
"Chd8",2705,3650,2692,2797,3331,3260,2505,3878
"Supt16",1737,2081,1528,2153,2484,2679,1835,2232
"Rpgrip1",3,6,11,2,3,4,4,7
"Hnrnpc",5921,4912,3798,5938,7159,7278,5409,5114
"Olfr221",3,6,2,2,2,9,1,1
"Zfp219",1584,1666,1076,1018,1197,1211,1018,1556
"Tmem253",29,66,33,30,36,31,30,52
"Arhgef40",1077,942,842,538,670,774,567,1069
"Rnase13",3,8,5,15,8,4,16,10
"Tppp2",1,2,5,2,0,3,1,5
"Ndrg2",7281,8018,6950,3631,6619,4868,3947,7669
"Slc39a2",389,508,407,288,408,358,345,627
"Mettl17",445,435,319,276,356,415,311,470
"Rnase2a",78,149,112,83,135,196,103,120
"Rnase1",1,0,0,1,0,0,0,3
"Rnase6",117,162,143,40,48,100,59,132
"Eddm3b",0,0,0,0,0,1,0,0
"Rnase4",3193,3290,2458,1815,2965,2960,2530,3597
"Ang",1,0,0,0,0,0,0,1
"Ang4",0,0,0,0,0,0,0,0
"Ang5",0,0,0,0,0,0,0,0
"Ang6",0,0,0,0,0,0,0,0
"Ang2",0,0,0,0,0,0,0,0
"Olfr750",2,0,0,0,0,1,0,1
"Rnase12",2,2,0,0,2,0,0,2
"Rnase11",0,0,0,0,0,0,0,0
"Rnase9",0,0,0,0,0,0,0,0
"Rnase10",0,3,2,38,38,54,51,4
"Pnp",1875,1620,1387,2421,3326,3328,3129,1783
"Pip4p1",1014,1226,776,869,1080,1016,931,1132
"Apex1",1453,1307,988,1172,1586,1595,1073,1537
"Osgep",460,594,412,370,507,451,402,529
"Klhl33",1095,1351,1068,324,581,459,361,1226
"Tep1",1617,2082,1552,1218,1431,1478,1353,1992
"Parp2",332,306,250,318,407,396,305,309
"Ccnb1ip1",8,4,6,3,3,4,4,4
"Ttc5",396,390,303,284,284,307,265,380
"Olfr747",0,0,0,0,0,0,0,0
"Olfr746",0,0,0,0,0,0,0,0
"Olfr748",0,0,0,0,0,0,0,0
"Olfr745",0,0,0,0,0,0,0,0
"Olfr738",0,0,0,0,0,0,0,0
"Olfr736",0,2,0,0,0,0,0,1
"Tlr11",5,10,6,0,6,18,5,10
"Olfr735",0,0,0,0,0,0,0,0
"Olfr734",0,0,1,0,0,0,0,0
"Olfr733",0,0,0,0,0,0,0,0
"Olfr732",0,0,0,0,0,0,0,0
"Olfr731",0,0,0,0,0,0,0,0
"Olfr730",0,0,0,0,0,0,0,0
"Olfr729",0,0,0,0,0,0,0,0
"Olfr728",0,0,0,0,0,0,0,0
"Olfr725",0,0,0,0,0,0,0,0
"Olfr726",0,0,0,0,0,0,0,0
"Olfr727",0,0,0,0,0,0,0,0
"Olfr724",0,0,0,0,0,0,0,0
"Olfr723",0,0,0,0,0,0,0,0
"Olfr722",0,0,0,0,0,0,0,0
"Armh4",18,3,13,0,0,2,1,9
"Slc35f4",3,0,1,0,0,0,0,0
"ccdc198",1,4,3,0,2,1,0,3
"Naa30",1740,1913,1454,1404,1631,1583,1147,1823
"Ap5m1",455,582,449,447,542,509,480,551
"Exoc5",2196,2580,1918,2356,2750,2659,2013,2781
"Otx2",0,0,0,0,0,0,0,0
"Tmem260",1425,1804,1309,1390,1560,1605,1171,1690
"Uqcrb",1098,1220,735,861,1180,1032,903,1050
"Mterf3",301,374,258,302,372,364,274,312
"Ptdss1",1331,1782,1264,1386,1759,1658,1230,1469
"Sdc2",2979,2811,2186,1852,2417,1976,1948,2904
"Cpq",1930,2204,1613,933,1456,1488,1259,2305
"Tspyl5",325,305,216,251,265,204,192,236
"Mtdh",4915,5701,4315,3884,5183,4784,3451,5629
"Gm41291",0,0,0,0,0,0,0,0
"Laptm4b",5788,7524,5011,4710,6456,4683,3854,6836
"Matn2",1080,936,829,1621,1477,1097,1284,1230
"9430069I07Rik",1,2,2,1,0,0,1,0
"Rpl30",6778,8128,5262,5496,7094,5946,5307,7866
"Erich5",17,21,10,28,41,23,31,31
"Rida",253,232,170,279,272,246,209,245
"Pop1",242,163,180,289,354,356,294,348
"Nipal2",1063,1631,1066,1287,1652,1269,1057,1399
"Kcns2",4,0,4,1,0,3,4,3
"Stk3",550,684,475,673,790,699,634,676
"Osr2",164,287,198,82,147,126,76,246
"Vps13b",2800,3515,2845,2660,3027,3211,2361,3765
"Cox6c",1522,2086,1115,1066,1797,1114,1403,1649
"Rgs22",14,22,13,16,10,7,12,21
"Fbxo43",3,4,4,1,3,4,4,8
"Polr2k",3,1,6,2,5,1,5,3
"Spag1",578,1037,639,680,744,720,520,973
"Rnf19a",1818,2324,1689,1479,2043,2033,1542,2216
"Ankrd46",1291,1311,981,907,1140,1076,902,1333
"Snx31",23,27,21,28,26,43,26,21
"Pabpc1",39113,36817,25039,45932,56732,54633,42992,51506
"Ywhaz",20261,23065,17064,31092,38403,36912,26709,25286
"Zfp706",3069,4054,2836,3515,4426,3646,2933,3812
"LOC115488529",17,14,17,17,26,23,16,21
"Grhl2",1218,1780,1171,1465,1778,1656,1273,1676
"Ncald",136,161,121,117,171,208,135,165
"4930447A16Rik",2,1,3,0,1,2,2,1
"Rrm2b",1252,2070,1376,816,1070,986,772,1497
"Ubr5",5083,6440,4933,5221,5985,6111,4850,7183
"Odf1",0,0,0,0,0,0,0,0
"Klf10",1469,2058,1541,2376,2890,2871,2076,2016
"Azin1",3125,2931,2529,2845,3587,3406,2607,3286
"Atp6v1c1",996,1026,725,852,1142,985,968,1196
"Baalc",110,112,77,51,74,59,60,98
"Fzd6",2280,2831,1899,1965,2216,2378,1556,2755
"Cthrc1",31,22,15,32,55,28,42,34
"Slc25a32",596,782,555,636,750,781,592,624
"Dcaf13",668,593,487,692,812,740,612,671
"Rims2",17,12,10,3,7,8,7,8
"Dcstamp",6,7,6,13,11,1,5,2
"Dpys",1,0,0,1,0,0,0,0
"Lrp12",853,1218,814,1109,1210,1156,940,1088
"9330182O14Rik",0,0,2,0,0,1,0,1
"Zfpm2",52,56,52,24,44,32,33,60
"Oxr1",2706,2773,2245,1702,2183,2484,1889,3869
"Abra",300,341,271,53,191,135,82,225
"Angpt1",300,331,235,131,241,178,149,260
"Rspo2",14,20,15,1,3,4,5,22
"Eif3e",5327,6073,4228,4048,5018,5201,3752,5602
"Emc2",981,1396,1008,1016,1280,1172,886,1193
"CYTB",0,0,0,0,0,0,0,0
"Tmem74",6,23,14,9,6,6,10,14
"Nudcd1",439,467,339,392,447,493,357,442
