Geneid	GeneSymbol	Entrez	logFC_DTvsC	logCPM_DTvsC	PValue_DTvsC	PAdj_DTvsC	sig	up	down	sig_col
2610044O15Rik8	2610044O15Rik8	72139	-0.482391008955442	-0.520026979349833	0.195931878809765	0.28010350659908	FALSE	FALSE	FALSE	NotSig
2610301B20Rik	2610301B20Rik	NA	0.254214123228029	4.70962628713557	0.0435474431148557	0.0788788892077977	FALSE	FALSE	FALSE	NotSig
2610507B11Rik	2610507B11Rik	72503	0.0170707979987892	8.92457384626165	0.900283881814163	0.928451005975768	FALSE	FALSE	FALSE	NotSig
2610528A11Rik	2610528A11Rik	70045	2.6443085622763	6.24330333096325	1.67348941448439e-21	8.70977841580592e-20	TRUE	TRUE	FALSE	Up
2610528J11Rik	2610528J11Rik	66451	0.0908963787519626	3.72689393849002	0.541656392456118	0.637751172352882	FALSE	FALSE	FALSE	NotSig
2700049A03Rik	2700049A03Rik	76967	-0.174642789540842	4.41181563660733	0.138618372911362	0.209787401835958	FALSE	FALSE	FALSE	NotSig
2700062C07Rik	2700062C07Rik	68046	0.0451886717966611	3.47456339300927	0.728807378736342	0.795525781793816	FALSE	FALSE	FALSE	NotSig
2700081O15Rik	2700081O15Rik	NA	0.136213243238428	5.37039938885248	0.336684622024206	0.435286585765279	FALSE	FALSE	FALSE	NotSig
2700097O09Rik	2700097O09Rik	72658	0.122925058684015	1.87993843000469	0.619645734708661	0.706786750015622	FALSE	FALSE	FALSE	NotSig
2810004N23Rik	2810004N23Rik	66523	0.151137529757847	3.80014698202674	0.274851181653617	0.36934839440733	FALSE	FALSE	FALSE	NotSig
2810006K23Rik	2810006K23Rik	NA	-0.211234618664124	3.552026351774	0.117558227041603	0.182993092843751	FALSE	FALSE	FALSE	NotSig
2810021J22Rik	2810021J22Rik	69944	-0.659188997057279	2.67872667824815	2.90720621821912e-05	0.000123595843608037	FALSE	FALSE	FALSE	NotSig
2810408A11Rik	2810408A11Rik	70419	-0.0696341326082397	3.4290441008145	0.667135151288085	0.747177265105418	FALSE	FALSE	FALSE	NotSig
2810459M11Rik	2810459M11Rik	72792	-1.33157237927166	0.829754385480967	0.027147997876862	0.0526938304772957	FALSE	FALSE	FALSE	NotSig
2900026A02Rik	2900026A02Rik	243219	-0.477224450852519	7.36302605379109	0.000129298649356336	0.00047390335208859	FALSE	FALSE	FALSE	NotSig
3110009E18Rik	3110009E18Rik	73103	-0.599364318879022	1.15379498799409	0.00966176156913799	0.0214347755541465	FALSE	FALSE	FALSE	NotSig
3110040N11Rik	3110040N11Rik	67290	0.330195953037612	3.97205063163779	0.0048671431526372	0.0117752951203829	FALSE	FALSE	FALSE	NotSig
3110082I17Rik	3110082I17Rik	73212	0.511519801683273	3.43878644883192	0.000207624843594221	0.000723443576470067	FALSE	FALSE	FALSE	NotSig
3300002I08Rik	3300002I08Rik	69277	-0.144690241453551	-0.52722142075631	0.653394607122847	0.736067608981028	FALSE	FALSE	FALSE	NotSig
3425401B19Rik	3425401B19Rik	100504518	-1.46222902718796	6.40624486009498	1.26909283587257e-10	1.52819729494516e-09	TRUE	FALSE	TRUE	Down
3830406C13Rik	3830406C13Rik	218734	-0.208766235943188	3.84427321706602	0.156697648987005	0.232797503224597	FALSE	FALSE	FALSE	NotSig
4430402I18Rik	4430402I18Rik	NA	-0.0741173414415398	0.614288113301547	0.745497748203733	0.808508305849672	FALSE	FALSE	FALSE	NotSig
4833420G17Rik	4833420G17Rik	67392	0.487190692666116	1.82932134184923	0.00802701441470149	0.0182838920167794	FALSE	FALSE	FALSE	NotSig
4833439L19Rik	4833439L19Rik	97820	-0.362225118024964	6.72815938948216	0.00103176442144013	0.00303473362348233	FALSE	FALSE	FALSE	NotSig
4921504E06Rik	4921504E06Rik	70909	-0.324524789106978	0.678086129782345	0.267248232162677	0.36089703456564	FALSE	FALSE	FALSE	NotSig
4921507P07Rik	4921507P07Rik	70821	-0.787721438382144	1.72053506785824	0.00102768780514341	0.00302394231574929	FALSE	FALSE	FALSE	NotSig
4921524J17Rik	4921524J17Rik	66714	-0.236591506706628	3.79284435957727	0.0685597294434586	0.115430926996007	FALSE	FALSE	FALSE	NotSig
4930402H24Rik	4930402H24Rik	NA	-0.484937052974239	5.17474418689978	0.0002216396235044	0.000766514463847228	FALSE	FALSE	FALSE	NotSig
